"","elements_number","y_component_number","vector_length","temporary_size","load_overlap","threads_number","lws_y","time_per_pixel","row_number","measurement_order","experiment_id","slowdown","method"
"21",6,6,1,2,2,128,1,1.18258966570151e-10,16588,59,21,1.01508691320631,"GPR_dampening"
"22",6,6,1,2,2,256,1,1.17919974204394e-10,17258,82,22,1.01217714049192,"GPR_dampening"
"23",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,62,23,1.0761594320093,"GPR_dampening"
"24",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,87,24,1.01488180994275,"GPR_dampening"
"25",6,6,1,4,2,1024,1,1.29667282018423e-10,19245,79,25,1.1130112571198,"GPR_dampening"
"26",6,6,1,2,2,256,1,1.17919974204394e-10,17258,107,26,1.01217714049192,"GPR_dampening"
"27",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,105,27,1.00979555916616,"GPR_dampening"
"28",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,54,28,1.02697620634826,"GPR_dampening"
"29",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,88,29,1.04732094092038,"GPR_dampening"
"30",4,4,1,4,1,1024,4,1.25778542785017e-10,6829,16,30,1.07963189977221,"GPR_dampening"
"31",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,28,31,1.00979555916616,"GPR_dampening"
"32",6,6,1,4,1,1024,16,1.22460968799545e-10,13283,52,32,1.0511551928136,"GPR_dampening"
"33",5,5,1,4,1,1024,16,1.28140117678627e-10,18152,13,33,1.09990269900702,"GPR_dampening"
"34",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,85,34,1.07835653189674,"GPR_dampening"
"35",6,6,1,2,2,256,1,1.17919974204394e-10,17258,101,35,1.01217714049192,"GPR_dampening"
"36",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,76,36,1.07835653189674,"GPR_dampening"
"37",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,63,37,1.0761594320093,"GPR_dampening"
"38",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,77,38,1.03091776073943,"GPR_dampening"
"39",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,117,39,1.07835653189674,"GPR_dampening"
"40",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,84,40,1.00979555916616,"GPR_dampening"
"41",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,50,41,1.07835653189674,"GPR_dampening"
"42",4,4,1,2,1,512,8,1.29363514465716e-10,697,19,42,1.11040383988665,"GPR_dampening"
"43",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,91,43,1.03091776073943,"GPR_dampening"
"44",6,6,1,4,2,1024,8,1.20170053330998e-10,12448,111,44,1.03149090537029,"GPR_dampening"
"45",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,42,45,1.03091776073943,"GPR_dampening"
"46",6,6,1,4,1,1024,16,1.22460968799545e-10,13283,105,46,1.0511551928136,"GPR_dampening"
"47",6,6,1,4,2,128,1,1.1965589478547e-10,17968,87,47,1.02707757734946,"GPR_dampening"
"48",6,6,1,2,2,128,1,1.18258966570151e-10,16588,88,48,1.01508691320631,"GPR_dampening"
"49",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,72,49,1.01488180994275,"GPR_dampening"
"50",6,6,1,2,2,128,1,1.18258966570151e-10,16588,108,50,1.01508691320631,"GPR_dampening"
"51",6,6,1,2,2,256,1,1.17919974204394e-10,17258,47,51,1.01217714049192,"GPR_dampening"
"52",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,71,52,1.02697620634826,"GPR_dampening"
"53",6,6,1,2,1,256,1,1.18202032710546e-10,19283,102,53,1.01459821609115,"GPR_dampening"
"54",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,74,54,1.04732094092038,"GPR_dampening"
"55",6,6,1,2,1,1024,1,1.28669181117226e-10,19807,79,55,1.10444396457321,"GPR_dampening"
"56",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,82,56,1.02697620634826,"GPR_dampening"
"57",6,6,1,2,2,256,1,1.17919974204394e-10,17258,71,57,1.01217714049192,"GPR_dampening"
"58",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,63,58,1.0761594320093,"GPR_dampening"
